date,population,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations
30-01-2020,1380004385,1,1,0,0,0,0,0,0,0,0
31-01-2020,1380004385,1,0,0,0,0,0,0,0,0,0
01-02-2020,1380004385,1,0,0,0,0,0,0,0,0,0
02-02-2020,1380004385,2,1,0,0,0,0,0,0,0,0
03-02-2020,1380004385,3,1,0,0,0,0,0,0,0,0
04-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
05-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
06-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
07-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
08-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
09-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
10-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
11-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
12-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
13-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
14-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
15-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
16-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
17-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
18-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
19-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
20-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
21-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
22-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
23-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
24-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
25-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
26-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
27-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
28-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
29-02-2020,1380004385,3,0,0,0,0,0,0,0,0,0
01-03-2020,1380004385,3,0,0,0,0,0,0,0,0,0
02-03-2020,1380004385,5,2,0,0,0,0,0,0,0,0
03-03-2020,1380004385,5,0,0,0,0,0,0,0,0,0
04-03-2020,1380004385,28,23,0,0,0,0,0,0,0,0
05-03-2020,1380004385,30,2,0,0,0,0,0,0,0,0
06-03-2020,1380004385,31,1,0,0,0,0,0,0,0,0
07-03-2020,1380004385,34,3,0,0,0,0,0,0,0,0
08-03-2020,1380004385,39,5,0,0,0,0,0,0,0,0
09-03-2020,1380004385,43,4,0,0,0,0,0,0,0,0
10-03-2020,1380004385,56,13,0,0,0,0,0,0,0,0
11-03-2020,1380004385,62,6,1,1,0,0,0,0,0,0
12-03-2020,1380004385,73,11,1,0,0,0,0,0,0,0
13-03-2020,1380004385,82,9,2,1,0,6500,0,0,0,0
14-03-2020,1380004385,102,20,2,0,0,0,0,0,0,0
15-03-2020,1380004385,113,11,2,0,0,0,0,0,0,0
16-03-2020,1380004385,119,6,2,0,0,0,0,0,0,0
17-03-2020,1380004385,142,23,3,1,0,0,0,0,0,0
18-03-2020,1380004385,156,14,3,0,0,13125,0,0,0,0
19-03-2020,1380004385,194,38,4,1,191,13316,0,0,0,0
20-03-2020,1380004385,244,50,5,1,1060,14376,0,0,0,0
21-03-2020,1380004385,330,86,4,-1,1325,15701,0,0,0,0
22-03-2020,1380004385,396,66,7,3,1298,16999,0,0,0,0
23-03-2020,1380004385,499,103,10,3,3708,20707,0,0,0,0
24-03-2020,1380004385,536,37,10,0,157,20864,0,0,0,0
25-03-2020,1380004385,657,121,12,2,4280,25144,0,0,0,0
26-03-2020,1380004385,727,70,20,8,0,0,0,0,0,0
27-03-2020,1380004385,887,160,20,0,0,27688,0,0,0,0
28-03-2020,1380004385,987,100,24,4,0,0,0,0,0,0
29-03-2020,1380004385,1024,37,27,3,0,0,0,0,0,0
30-03-2020,1380004385,1251,227,32,5,0,0,0,0,0,0
31-03-2020,1380004385,1397,146,35,3,0,0,0,0,0,0
01-04-2020,1380004385,1998,601,58,23,0,0,0,0,0,0
02-04-2020,1380004385,2543,545,72,14,0,47951,0,0,0,0
03-04-2020,1380004385,2567,24,72,0,21294,69245,0,0,0,0
04-04-2020,1380004385,3082,515,86,14,10705,79950,0,0,0,0
05-04-2020,1380004385,3588,506,99,13,9584,89534,0,0,0,0
06-04-2020,1380004385,4778,1190,136,37,11534,101068,0,0,0,0
07-04-2020,1380004385,5311,533,150,14,12947,114015,0,0,0,0
08-04-2020,1380004385,5916,605,178,28,13904,127919,0,0,0,0
09-04-2020,1380004385,6725,809,226,48,16991,144910,0,0,0,0
10-04-2020,1380004385,7598,873,246,20,16420,161330,0,0,0,0
11-04-2020,1380004385,8446,848,288,42,18044,179374,0,0,0,0
12-04-2020,1380004385,9205,759,331,43,16374,195748,0,0,0,0
13-04-2020,1380004385,10453,1248,358,27,21806,217554,0,0,0,0
14-04-2020,1380004385,11487,1034,393,35,27339,244893,0,0,0,0
15-04-2020,1380004385,12322,835,405,12,29706,274599,0,0,0,0
16-04-2020,1380004385,13430,1108,448,43,28357,302956,0,0,0,0
17-04-2020,1380004385,14352,922,486,38,32167,335123,0,0,0,0
18-04-2020,1380004385,15722,1370,521,35,37000,372123,0,0,0,0
19-04-2020,1380004385,17615,1893,559,38,29463,401586,0,0,0,0
20-04-2020,1380004385,18539,924,592,33,0,0,0,0,0,0
21-04-2020,1380004385,20080,1541,645,53,0,462621,0,0,0,0
22-04-2020,1380004385,21370,1290,681,36,0,0,0,0,0,0
23-04-2020,1380004385,23077,1707,721,40,0,500542,0,0,0,0
24-04-2020,1380004385,24530,1453,780,59,41247,541789,0,0,0,0
25-04-2020,1380004385,26283,1753,825,45,38168,579957,0,0,0,0
26-04-2020,1380004385,27890,1607,881,56,45352,625309,0,0,0,0
27-04-2020,1380004385,29451,1561,939,58,40510,665819,0,0,0,0
28-04-2020,1380004385,31324,1873,1008,69,50914,716733,0,0,0,0
29-04-2020,1380004385,33062,1738,1079,71,54031,770764,0,0,0,0
30-04-2020,1380004385,34863,1801,1154,75,59437,830201,0,0,0,0
01-05-2020,1380004385,37257,2394,1223,69,72453,902654,0,0,0,0
02-05-2020,1380004385,39699,2442,1323,100,73709,976363,0,0,0,0
03-05-2020,1380004385,42505,2806,1391,68,70087,1046450,0,0,0,0
04-05-2020,1380004385,46437,3932,1566,175,60783,1107233,0,0,0,0
05-05-2020,1380004385,49400,2963,1693,127,84713,1191946,0,0,0,0
06-05-2020,1380004385,52987,3587,1785,92,84835,1276781,0,0,0,0
07-05-2020,1380004385,56351,3364,1889,104,80632,1357413,0,0,0,0
08-05-2020,1380004385,59695,3344,1985,96,80375,1437788,0,0,0,0
09-05-2020,1380004385,62808,3113,2101,116,85425,1523213,0,0,0,0
10-05-2020,1380004385,67161,4353,2212,111,85824,1609037,0,0,0,0
11-05-2020,1380004385,70768,3607,2294,82,64651,1673688,0,0,0,0
12-05-2020,1380004385,74292,3524,2415,121,85891,1759579,0,0,0,0
13-05-2020,1380004385,78055,3763,2551,136,94671,1854250,0,0,0,0
14-05-2020,1380004385,81997,3942,2649,98,92791,1947041,0,0,0,0
15-05-2020,1380004385,85784,3787,2753,104,92911,2039952,0,0,0,0
16-05-2020,1380004385,90648,4864,2871,118,94325,2134277,0,0,0,0
17-05-2020,1380004385,95698,5050,3025,154,93365,2227642,0,0,0,0
18-05-2020,1380004385,100328,4630,3156,131,75150,2302792,0,0,0,0
19-05-2020,1380004385,106475,6147,3302,146,101475,2404267,0,0,0,0
20-05-2020,1380004385,112028,5553,3434,132,108121,2512388,0,0,0,0
21-05-2020,1380004385,118226,6198,3584,150,103532,2615920,0,0,0,0
22-05-2020,1380004385,124794,6568,3726,142,103514,2719434,0,0,0,0
23-05-2020,1380004385,131423,6629,3868,142,115364,2834798,0,0,0,0
24-05-2020,1380004385,138536,7113,4024,156,108623,2943421,0,0,0,0
25-05-2020,1380004385,144950,6414,4172,148,90170,3033591,0,0,0,0
26-05-2020,1380004385,150793,5843,4344,172,92528,3126119,0,0,0,0
27-05-2020,1380004385,158086,7293,4534,190,116041,3242160,0,0,0,0
28-05-2020,1380004385,165386,7300,4711,177,119976,3362136,0,0,0,0
29-05-2020,1380004385,173491,8105,4980,269,121702,3483838,0,0,0,0
30-05-2020,1380004385,181827,8336,5185,205,127761,3611599,0,0,0,0
31-05-2020,1380004385,190609,8782,5408,223,125428,3737027,0,0,0,0
01-06-2020,1380004385,198370,7761,5608,200,100180,3837207,0,0,0,0
02-06-2020,1380004385,207191,8821,5829,221,128868,3966075,0,0,0,0
03-06-2020,1380004385,216824,9633,6088,259,137158,4103233,0,0,0,0
04-06-2020,1380004385,226713,9889,6363,275,139485,4242718,0,0,0,0
05-06-2020,1380004385,236184,9471,6649,286,143661,4386379,0,0,0,0
06-06-2020,1380004385,246622,10438,6946,297,137938,4524317,0,0,0,0
07-06-2020,1380004385,257486,10864,7207,261,142069,4666386,0,0,0,0
08-06-2020,1380004385,265928,8442,7473,266,108048,4774434,0,0,0,0
09-06-2020,1380004385,276146,10218,7750,277,141682,4916116,0,0,0,0
10-06-2020,1380004385,286605,10459,8102,352,145216,5061332,0,0,0,0
11-06-2020,1380004385,297535,10930,8498,396,151808,5213140,0,0,0,0
12-06-2020,1380004385,308993,11458,8884,386,150305,5363445,0,0,0,0
13-06-2020,1380004385,320922,11929,9195,311,143737,5507182,0,0,0,0
14-06-2020,1380004385,332424,11502,9520,325,151432,5658614,0,0,0,0
15-06-2020,1380004385,343091,10667,9900,380,115519,5774133,0,0,0,0
16-06-2020,1380004385,354065,10974,11903,2003,146936,5921069,0,0,0,0
17-06-2020,1380004385,366946,12881,12237,334,163187,6084256,0,0,0,0
18-06-2020,1380004385,380532,13586,12573,336,165412,6249668,0,0,0,0
19-06-2020,1380004385,395048,14516,12948,375,176959,6426627,0,0,0,0
20-06-2020,1380004385,410451,15403,13254,306,189869,6616496,0,0,0,0
21-06-2020,1380004385,425282,14831,13699,445,190730,6807226,0,0,0,0
22-06-2020,1380004385,440215,14933,14011,312,143267,6950493,0,0,0,0
23-06-2020,1380004385,456183,15968,14476,465,187223,7137716,0,0,0,0
24-06-2020,1380004385,473105,16922,14894,418,215195,7352911,0,0,0,0
25-06-2020,1380004385,490401,17296,15301,407,207871,7560782,0,0,0,0
26-06-2020,1380004385,508953,18552,15685,384,215446,7776228,0,0,0,0
27-06-2020,1380004385,528859,19906,16095,410,220479,7996707,0,0,0,0
28-06-2020,1380004385,548318,19459,16475,380,231095,8227802,0,0,0,0
29-06-2020,1380004385,566840,18522,16893,418,170560,8398362,0,0,0,0
30-06-2020,1380004385,585481,18641,17400,507,210292,8608654,0,0,0,0
01-07-2020,1380004385,604641,19160,17834,434,217931,8826585,0,0,0,0
02-07-2020,1380004385,625544,20903,18213,379,229588,9056173,0,0,0,0
03-07-2020,1380004385,648315,22771,18655,442,241576,9297749,0,0,0,0
04-07-2020,1380004385,673165,24850,19268,613,242383,9540132,0,0,0,0
05-07-2020,1380004385,697413,24248,19693,425,248934,9789066,0,0,0,0
06-07-2020,1380004385,719664,22251,20159,466,180596,9969662,0,0,0,0
07-07-2020,1380004385,742417,22753,20642,483,241430,10211092,0,0,0,0
08-07-2020,1380004385,767296,24879,21129,487,262679,10473771,0,0,0,0
09-07-2020,1380004385,793802,26506,21604,475,267061,10740832,0,0,0,0
10-07-2020,1380004385,820916,27114,22123,519,283659,11024491,0,0,0,0
11-07-2020,1380004385,849522,28606,22673,550,282511,11307002,0,0,0,0
12-07-2020,1380004385,878254,28732,23174,501,280151,11587153,0,0,0,0
13-07-2020,1380004385,906752,28498,23727,553,219103,11806256,0,0,0,0
14-07-2020,1380004385,936181,29429,24309,582,286247,12092503,0,0,0,0
15-07-2020,1380004385,968857,32676,24914,605,320161,12412664,0,0,0,0
16-07-2020,1380004385,1003832,34975,25602,688,326826,12739490,0,0,0,0
17-07-2020,1380004385,1039084,35252,26273,671,333228,13072718,0,0,0,0
18-07-2020,1380004385,1077781,38697,26816,543,361024,13433742,0,0,0,0
19-07-2020,1380004385,1118206,40425,27497,681,358127,13791869,0,0,0,0
20-07-2020,1380004385,1155338,37132,28082,585,256039,14047908,0,0,0,0
21-07-2020,1380004385,1193078,37740,28732,650,333395,14381303,0,0,0,0
22-07-2020,1380004385,1238798,45720,29861,1129,343243,14724546,0,0,0,0
23-07-2020,1380004385,1288108,49310,30601,740,350823,15075369,0,0,0,0
24-07-2020,1380004385,1337024,48916,31358,757,352801,15428170,0,0,0,0
25-07-2020,1380004385,1385635,48611,32060,702,420898,15849068,0,0,0,0
26-07-2020,1380004385,1435616,49981,32771,711,442263,16291331,0,0,0,0
27-07-2020,1380004385,1480073,44457,33408,637,515472,16806803,0,0,0,0
28-07-2020,1380004385,1531669,51596,34193,785,528082,17334885,0,0,0,0
29-07-2020,1380004385,1581963,50294,34955,762,408855,17743740,0,0,0,0
30-07-2020,1380004385,1634746,52783,35718,763,446642,18190382,0,0,0,0
31-07-2020,1380004385,1695988,61242,36511,793,642588,18832970,0,0,0,0
01-08-2020,1380004385,1750723,54735,37364,853,525689,19358659,0,0,0,0
02-08-2020,1380004385,1803695,52972,38135,771,463172,19821831,0,0,0,0
03-08-2020,1380004385,1855745,52050,38938,803,381027,20202858,0,0,0,0
04-08-2020,1380004385,1908254,52509,39795,857,661892,20864750,0,0,0,0
05-08-2020,1380004385,1964536,56282,40699,904,619652,21484402,0,0,0,0
06-08-2020,1380004385,2027074,62538,41585,886,664949,22149351,0,0,0,0
07-08-2020,1380004385,2088611,61537,42518,933,639042,22788393,0,0,0,0
08-08-2020,1380004385,2153010,64399,43379,861,598778,23387171,0,0,0,0
09-08-2020,1380004385,2215074,62064,44386,1007,719364,24106535,0,0,0,0
10-08-2020,1380004385,2268675,53601,45257,871,477023,24583558,0,0,0,0
11-08-2020,1380004385,2329638,60963,46091,834,698290,25281848,0,0,0,0
12-08-2020,1380004385,2396637,66999,47033,942,733449,26015297,0,0,0,0
13-08-2020,1380004385,2461190,64553,48040,1007,830391,26845688,0,0,0,0
14-08-2020,1380004385,2525922,64732,49036,996,848728,27694416,0,0,0,0
15-08-2020,1380004385,2589952,64030,49980,944,868679,28563095,0,0,0,0
16-08-2020,1380004385,2647663,57711,50921,941,746608,29309703,0,0,0,0
17-08-2020,1380004385,2702681,55018,51797,876,731697,30041400,0,0,0,0
18-08-2020,1380004385,2767253,64572,52888,1091,899864,30941264,0,0,0,0
19-08-2020,1380004385,2836925,69672,53866,978,801518,31742782,0,0,0,0
20-08-2020,1380004385,2905825,68900,54849,983,918470,32661252,0,0,0,0
21-08-2020,1380004385,2975701,69876,55794,945,805985,33467237,0,0,0,0
22-08-2020,1380004385,3044940,69239,56706,912,1023836,34491073,0,0,0,0
23-08-2020,1380004385,3106348,61408,57542,836,801147,35292220,0,0,0,0
24-08-2020,1380004385,3167323,60975,58390,848,609917,35902137,0,0,0,0
25-08-2020,1380004385,3224547,57224,59357,967,925383,36827520,0,0,0,0
26-08-2020,1380004385,3310234,85687,60472,1115,823992,37651512,0,0,0,0
27-08-2020,1380004385,3387500,77266,61529,1057,924998,38576510,0,0,0,0
28-08-2020,1380004385,3463972,76472,62550,1021,901338,39477848,0,0,0,0
29-08-2020,1380004385,3542733,78761,63498,948,928761,40406609,0,0,0,0
30-08-2020,1380004385,3621245,78512,64469,971,1055027,41461636,0,0,0,0
31-08-2020,1380004385,3691166,69921,65288,819,846278,42307914,0,0,0,0
01-09-2020,1380004385,3769523,78357,66333,1045,1016920,43324834,0,0,0,0
02-09-2020,1380004385,3853406,83883,67376,1043,1012367,44337201,0,0,0,0
03-09-2020,1380004385,3936747,83341,68472,1096,1172179,45509380,0,0,0,0
04-09-2020,1380004385,4023179,86432,69561,1089,1169765,46679145,0,0,0,0
05-09-2020,1380004385,4113811,90632,70626,1065,1059346,47738491,0,0,0,0
06-09-2020,1380004385,4204613,90802,71642,1016,1092654,48831145,0,0,0,0
07-09-2020,1380004385,4280422,75809,72775,1133,720362,49551507,0,0,0,0
08-09-2020,1380004385,4370128,89706,73890,1115,1098621,50650128,0,0,0,0
09-09-2020,1380004385,4465863,95735,75062,1172,1154549,51804677,0,0,0,0
10-09-2020,1380004385,4562414,96551,76271,1209,1129756,52934433,0,0,0,0
11-09-2020,1380004385,4659984,97570,77472,1201,1163542,54097975,0,0,0,0
12-09-2020,1380004385,4754356,94372,78586,1114,1091251,55189226,0,0,0,0
13-09-2020,1380004385,4846427,92071,79722,1136,1071702,56260928,0,0,0,0
14-09-2020,1380004385,4930236,83809,80776,1054,978500,57239428,0,0,0,0
15-09-2020,1380004385,5020359,90123,82066,1290,1072845,58312273,0,0,0,0
16-09-2020,1380004385,5118253,97894,83198,1132,1116842,59429115,0,0,0,0
17-09-2020,1380004385,5214677,96424,84372,1174,1136613,60565728,0,0,0,0
18-09-2020,1380004385,5308014,93337,85619,1247,1006615,61572343,0,0,0,0
19-09-2020,1380004385,5400619,92605,86752,1133,881911,62454254,0,0,0,0
20-09-2020,1380004385,5487580,86961,87882,1130,1206806,63661060,0,0,0,0
21-09-2020,1380004385,5562663,75083,88935,1053,731534,64392594,0,0,0,0
22-09-2020,1380004385,5646010,83347,90020,1085,933185,65325779,0,0,0,0
23-09-2020,1380004385,5732518,86508,91149,1129,953683,66279462,0,0,0,0
24-09-2020,1380004385,5818570,86052,92290,1141,1156569,67436031,0,0,0,0
25-09-2020,1380004385,5903932,85362,93379,1089,1492409,68928440,0,0,0,0
26-09-2020,1380004385,5992532,88600,94503,1124,1341535,70269975,0,0,0,0
27-09-2020,1380004385,6074702,82170,95542,1039,987861,71257836,0,0,0,0
28-09-2020,1380004385,6145291,70589,96318,776,709394,71967230,0,0,0,0
29-09-2020,1380004385,6225763,80472,97497,1179,1142811,73110041,0,0,0,0
30-09-2020,1380004385,6312584,86821,98678,1181,1086688,74196729,0,0,0,0
01-10-2020,1380004385,6394068,81484,99773,1095,1423052,75619781,0,0,0,0
02-10-2020,1380004385,6473544,79476,100842,1069,1097947,76717728,0,0,0,0
03-10-2020,1380004385,6549373,75829,101782,940,1132675,77850403,0,0,0,0
04-10-2020,1380004385,6623815,74442,102685,903,1142131,78992534,0,0,0,0
05-10-2020,1380004385,6685082,61267,103569,884,989860,79982394,0,0,0,0
06-10-2020,1380004385,6757131,72049,104555,986,1089403,81071797,0,0,0,0
07-10-2020,1380004385,6835655,78524,105526,971,1199857,82271654,0,0,0,0
08-10-2020,1380004385,6906151,70496,106490,964,1194321,83465975,0,0,0,0
09-10-2020,1380004385,6979423,73272,107416,926,1168705,84634680,0,0,0,0
10-10-2020,1380004385,7053806,74383,108334,918,1164018,85798698,0,0,0,0
11-10-2020,1380004385,7120538,66732,109150,816,1078544,86877242,0,0,0,0
12-10-2020,1380004385,7175880,55342,109856,706,994851,87872093,0,0,0,0
13-10-2020,1380004385,7239389,63509,110586,730,1073014,88945107,0,0,0,0
14-10-2020,1380004385,7307097,67708,111266,680,1145015,90090122,0,0,0,0
15-10-2020,1380004385,7370468,63371,112161,895,1136183,91226305,0,0,0,0
16-10-2020,1380004385,7432680,62212,112998,837,1028622,92254927,0,0,0,0
17-10-2020,1380004385,7494551,61871,114031,1033,999090,93254017,0,0,0,0
18-10-2020,1380004385,7550273,55722,114610,579,970173,94224190,0,0,0,0
19-10-2020,1380004385,7597063,46790,115197,587,859786,95083976,0,0,0,0
20-10-2020,1380004385,7651107,54044,115914,717,1032795,96116771,0,0,0,0
21-10-2020,1380004385,7706946,55839,116616,702,1083608,97200379,0,0,0,0
22-10-2020,1380004385,7761312,54366,117306,690,1469984,98670363,0,0,0,0
23-10-2020,1380004385,7814682,53370,117956,650,1442722,100113085,0,0,0,0
24-10-2020,1380004385,7864811,50129,118534,578,1269479,101382564,0,0,0,0
25-10-2020,1380004385,7909959,45148,119014,480,1140905,102523469,0,0,0,0
26-10-2020,1380004385,7946429,36470,119502,488,939309,103462778,0,0,0,0
27-10-2020,1380004385,7990322,43893,120010,508,958116,104420894,0,0,0,0
28-10-2020,1380004385,8040203,49881,120527,517,1066786,105487680,0,0,0,0
29-10-2020,1380004385,8088851,48648,121090,563,1075760,106563440,0,0,0,0
30-10-2020,1380004385,8137119,48268,121641,551,1164648,107728088,0,0,0,0
31-10-2020,1380004385,8184082,46963,122111,470,1067976,108796064,0,0,0,0
01-11-2020,1380004385,8229313,45231,122607,496,1091239,109887303,0,0,0,0
02-11-2020,1380004385,8267623,38310,123097,490,855800,110743103,0,0,0,0
03-11-2020,1380004385,8313876,46253,123611,514,1046247,111789350,0,0,0,0
04-11-2020,1380004385,8364086,50210,124315,704,1209609,112998959,0,0,0,0
05-11-2020,1380004385,8411724,47638,124985,670,1209425,114208384,0,0,0,0
06-11-2020,1380004385,8462080,50356,125562,577,1220711,115429095,0,0,0,0
07-11-2020,1380004385,8507754,45674,126121,559,1113209,116542304,0,0,0,0
08-11-2020,1380004385,8553657,45903,126611,490,1194487,117736791,0,0,0,0
09-11-2020,1380004385,8591730,38073,127059,448,835401,118572192,0,0,0,0
10-11-2020,1380004385,8636011,44281,127571,512,1043665,119615857,0,0,0,0
11-11-2020,1380004385,8683916,47905,128121,550,1153294,120769151,0,0,0,0
12-11-2020,1380004385,8728795,44879,128668,547,1193358,121962509,0,0,0,0
13-11-2020,1380004385,8773479,44684,129188,520,1139230,123101739,0,0,0,0
14-11-2020,1380004385,8814579,41100,129635,447,929491,124031230,0,0,0,0
15-11-2020,1380004385,8845127,30548,130070,435,805589,124836819,0,0,0,0
16-11-2020,1380004385,8874290,29163,130519,449,861706,125698525,0,0,0,0
17-11-2020,1380004385,8912907,38617,130993,474,844382,126542907,0,0,0,0
18-11-2020,1380004385,8958483,45576,131578,585,937279,127480186,0,0,0,0
19-11-2020,1380004385,9004365,45882,132162,584,1028203,128508389,0,0,0,0
20-11-2020,1380004385,9050597,46232,132726,564,1083397,129591786,0,0,0,0
21-11-2020,1380004385,9095806,45209,133227,501,1066022,130657808,0,0,0,0
22-11-2020,1380004385,9139865,44059,133738,511,1075326,131733134,0,0,0,0
23-11-2020,1380004385,9177840,37975,134218,480,849596,132582730,0,0,0,0
24-11-2020,1380004385,9222216,44376,134699,481,1099545,133682275,0,0,0,0
25-11-2020,1380004385,9266705,44489,135223,524,1159032,134841307,0,0,0,0
26-11-2020,1380004385,9309787,43082,135715,492,1090238,135931545,0,0,0,0
27-11-2020,1380004385,9351109,41322,136200,485,1131204,137062749,0,0,0,0
28-11-2020,1380004385,9392919,41810,136696,496,1157605,138220354,0,0,0,0
29-11-2020,1380004385,9431691,38772,137139,443,1283449,139503803,0,0,0,0
30-11-2020,1380004385,9462809,31118,137621,482,876173,140379976,0,0,0,0
01-12-2020,1380004385,9499413,36604,138122,501,969322,141349298,0,0,0,0
02-12-2020,1380004385,9534964,35551,138648,526,1096651,142445949,0,0,0,0
